form,scope,scope_value,n,rmse,mae,r_squared,pearson,spearman,pairwise_ranking_accuracy,kendall_tau,permutation_p_value
form_a,all,ALL,75,5.919604829757083,3.2629342601308218,0.07883604871595618,0.28077757872728343,0.36760303109541914,0.6413284132841328,0.2793268156916363,0.16183816183816183
form_a,task,AGNews-LSTM,15,0.3648003664485746,0.25764776674196993,-4.384491526973058,0.5284982540062207,0.5014036653722775,0.7157894736842105,0.4105134629438423,0.006993006993006993
form_a,task,Audio-1DCNN,15,1.2573124996543523,1.1612734951343138,-105.29274140507763,-0.36305552752657355,-0.3877973663115896,0.38,-0.23421601750764795,1.0
form_a,task,CIFAR-CNN,15,2.0181751940752766,1.6415071459812693,-0.6707461554411944,0.7526478348776658,0.7571428571428571,0.7619047619047619,0.5238095238095238,0.002997002997002997
form_a,task,Fashion-MLP,15,8.798552337874069,7.123156063602637,-0.26475927200822924,-0.6594822571052269,-0.7071428571428571,0.22857142857142856,-0.5428571428571428,1.0
form_a,task,Tabular-MLP,15,9.59203514990322,6.131086829193922,0.008174314123597703,0.19157564503538674,-0.1656431155326294,0.43373493975903615,-0.11783084426418862,1.0
form_a,aggregation_context,AGNews-LSTM|1,3,0.4570014401369835,0.4340923587100582,0.0,0.0,0.0,0.0,0.0,1.0
form_a,aggregation_context,AGNews-LSTM|2,3,0.4915297494342228,0.30494647304564687,0.0,0.0,0.0,0.0,0.0,1.0
form_a,aggregation_context,AGNews-LSTM|3,3,0.36064801630320137,0.282400582426044,-45.31097599063015,0.9969440054192982,1.0,1.0,1.0,0.15284715284715283
form_a,aggregation_context,AGNews-LSTM|4,3,0.14095615509878018,0.10022351844444473,0.6604696712263423,0.99749023139674,0.8660254037844387,1.0,0.8164965809277261,0.33966033966033965
form_a,aggregation_context,AGNews-LSTM|5,3,0.2549688149857925,0.16657590108365602,-2.022748549595418,0.9995662488387161,1.0,1.0,1.0,0.15284715284715283
form_a,aggregation_context,Audio-1DCNN|1,3,0.4304288433944344,0.4173311181150572,-44.88648406051848,-0.6247402722374377,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Audio-1DCNN|2,3,1.026472859879916,0.9978754580271832,-58.56379766840796,-0.5520910861937024,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Audio-1DCNN|3,3,1.3037724683679246,1.2775865659827967,-53.70324887329659,0.22303056539560956,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Audio-1DCNN|4,3,1.4155677549469117,1.4066213400967473,-964.9151971698058,0.707246268150523,0.5,0.6666666666666666,0.3333333333333333,0.4965034965034965
form_a,aggregation_context,Audio-1DCNN|5,3,1.720930960125892,1.7069529934497856,-1287.9922190744812,-0.01304426974850452,0.5,0.6666666666666666,0.3333333333333333,0.4965034965034965
form_a,aggregation_context,CIFAR-CNN|1,3,2.7329983996255263,1.8529493870248828,-0.5332713458689406,0.9746661863015563,0.5,0.6666666666666666,0.3333333333333333,0.4695304695304695
form_a,aggregation_context,CIFAR-CNN|2,3,1.425140629479952,1.1947929560963737,-0.8722199565879329,0.9999060143956073,1.0,1.0,1.0,0.15284715284715283
form_a,aggregation_context,CIFAR-CNN|3,3,1.7694205769276008,1.7085494524998206,-11.05924959449336,0.9089602347007701,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_a,aggregation_context,CIFAR-CNN|4,3,2.3759919902309585,2.334187652260711,-0.25887743345544445,0.9617486478262235,1.0,1.0,1.0,0.15284715284715283
form_a,aggregation_context,CIFAR-CNN|5,3,1.4452205326721688,1.1170562820245593,-1.1222888762520662,0.8459674399060543,0.5,0.6666666666666666,0.3333333333333333,0.4695304695304695
form_a,aggregation_context,Fashion-MLP|1,3,11.808537224625384,9.44825693725339,-1.013210726205474,-0.38159061250946047,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Fashion-MLP|2,3,6.307214052892705,5.588428484670817,-3.9595447276632605,-0.39930853022713836,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Fashion-MLP|3,3,8.097398712715629,5.802483314244886,-0.9007296568770571,0.0007937824753567971,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Fashion-MLP|4,3,7.20277121052843,6.6933893217366895,-6.736163093956048,-0.27189044681850755,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Fashion-MLP|5,3,9.508014340190579,8.083222260107393,-2.6960060464633897,-0.22149420329389408,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Tabular-MLP|1,3,9.58171876400739,8.337311007009708,-0.17111119563386312,-0.038368406635522066,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Tabular-MLP|2,3,16.936683036355557,11.680801427513883,-0.2196824049444568,0.34248692780126927,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_a,aggregation_context,Tabular-MLP|3,3,8.291584499884582,6.12638887158796,-0.11375605100336483,0.36117565494901666,0.0,0.5,0.0,1.0
form_a,aggregation_context,Tabular-MLP|4,3,2.9922151734008575,2.791737364762387,0.09347314605205403,0.33379799710026586,0.0,0.5,0.0,1.0
form_a,aggregation_context,Tabular-MLP|5,3,1.9160896836349832,1.7191954750956686,-4.94766747468647,0.31305699555790095,0.0,0.5,0.0,1.0
form_b,all,ALL,75,6.088914978008058,2.9978960068083356,0.02538897020697184,0.352753579948511,0.36927006809689844,0.6302583025830258,0.257447430650516,0.20679320679320679
form_b,task,AGNews-LSTM,15,0.3643509240301565,0.3255211223945155,-4.3712320658711485,0.33923384950876934,0.43442916855359787,0.6631578947368421,0.3103882280794905,0.030969030969030968
form_b,task,Audio-1DCNN,15,0.5783688501234632,0.5585626727121743,-21.491940765005715,-0.5051223944873904,-0.6624871674489655,0.28,-0.42939603209735455,1.0
form_b,task,CIFAR-CNN,15,1.631234691336951,1.2243702266165906,-0.09150477688325265,0.24252326703851051,0.24642857142857136,0.5523809523809524,0.10476190476190476,0.2137862137862138
form_b,task,Fashion-MLP,15,8.766975639871081,7.297408422393965,-0.25569749543253906,0.08722465995416133,0.2785714285714285,0.5714285714285714,0.14285714285714285,0.0899100899100899
form_b,task,Tabular-MLP,15,10.265786742189096,5.5836175899244305,-0.13605224545176164,0.3294612275294038,0.5044585791220986,0.7228915662650602,0.39634011252499807,0.01098901098901099
form_b,aggregation_context,AGNews-LSTM|1,3,0.49866572481419885,0.47257874563511987,0.0,0.0,0.0,0.0,0.0,1.0
form_b,aggregation_context,AGNews-LSTM|2,3,0.23296239957167686,0.19883569960530342,0.0,0.0,0.0,0.0,0.0,1.0
form_b,aggregation_context,AGNews-LSTM|3,3,0.36460874697160034,0.35584673728542354,-46.33376001734639,0.8288404223137174,1.0,1.0,1.0,0.15284715284715283
form_b,aggregation_context,AGNews-LSTM|4,3,0.3819954449331454,0.33789860078583067,-1.4936003645837368,0.747353110912228,0.8660254037844387,1.0,0.8164965809277261,0.33966033966033965
form_b,aggregation_context,AGNews-LSTM|5,3,0.2862847117322339,0.2624458286609,-2.8108706063908167,0.6327762352194853,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,Audio-1DCNN|1,3,0.40009595785231095,0.39513383823039155,-38.647004270179785,0.2062494102114241,0.5,0.6666666666666666,0.3333333333333333,0.4695304695304695
form_b,aggregation_context,Audio-1DCNN|2,3,0.5279056588047594,0.5101038104593433,-14.75433486686747,-0.06584900102837667,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_b,aggregation_context,Audio-1DCNN|3,3,0.6591815478545596,0.6309079680432865,-12.983619311366404,-0.40074565847372495,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_b,aggregation_context,Audio-1DCNN|4,3,0.6282542752306512,0.6238258045491613,-189.26047718119818,-0.8872097475957608,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_b,aggregation_context,Audio-1DCNN|5,3,0.6360563862585733,0.6328419422786893,-175.08186731368744,-0.6609252969634969,-1.0,0.0,-1.0,1.0
form_b,aggregation_context,CIFAR-CNN|1,3,2.188349351786631,2.0786284059691638,0.0169546025567322,0.16695658113082332,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_b,aggregation_context,CIFAR-CNN|2,3,1.2970485377309864,0.9166344244279703,-0.5507931850657364,0.8773166491300392,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,CIFAR-CNN|3,3,0.4854540691716199,0.4097505109423427,0.09227472418148097,0.8048208447361417,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,CIFAR-CNN|4,3,2.25717395876329,1.7467623965646215,-0.13611832866050588,-0.023233518056100768,0.5,0.6666666666666666,0.3333333333333333,0.4965034965034965
form_b,aggregation_context,CIFAR-CNN|5,3,1.225938564128034,0.9700753951788549,-0.5271217588848596,0.3892072303212385,0.5,0.6666666666666666,0.3333333333333333,0.4965034965034965
form_b,aggregation_context,Fashion-MLP|1,3,11.156986800389262,9.258496299746481,-0.7971770673641383,-0.7060706635445136,-0.5,0.3333333333333333,-0.3333333333333333,1.0
form_b,aggregation_context,Fashion-MLP|2,3,6.662600290710656,6.048575255009621,-4.534191585293209,0.2948997860020491,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,Fashion-MLP|3,3,8.232877846329476,5.88286889537019,-0.9648646795850477,0.6918117170502929,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,Fashion-MLP|4,3,7.4095219418874,6.972635910648122,-7.186659995059227,0.5137942915298952,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,Fashion-MLP|5,3,9.63064998910942,8.324465751195415,-2.791964088044982,0.6335390057343134,0.5,0.6666666666666666,0.3333333333333333,0.5034965034965035
form_b,aggregation_context,Tabular-MLP|1,3,8.907460284337283,7.738164975692496,-0.01208988127255517,0.7695827222820221,0.5,0.6666666666666666,0.3333333333333333,0.5184815184815185
form_b,aggregation_context,Tabular-MLP|2,3,18.363825060157343,11.150926695436935,-0.43389163979239354,0.9942425460689703,0.5,0.6666666666666666,0.3333333333333333,0.48151848151848153
form_b,aggregation_context,Tabular-MLP|3,3,9.68779871955628,5.785152719796056,-0.5204257932963077,0.8301315165149709,0.8660254037844387,1.0,0.8164965809277261,0.3176823176823177
form_b,aggregation_context,Tabular-MLP|4,3,3.9216364748994,2.456296132995687,-0.5571473049277171,0.6895386329258016,0.8660254037844387,1.0,0.8164965809277261,0.3176823176823177
form_b,aggregation_context,Tabular-MLP|5,3,1.0612685576801337,0.7875474257009757,-0.8245913414631532,0.5938066847006089,0.8660254037844387,1.0,0.8164965809277261,0.3176823176823177
